Unique_ID,Extract_Date,Age_Of_Account,Num_Periods_Since_1st_Statement,Type_Of_Application,Days_Since_Most_Recent_Order,Num_Orders_L4_6P,Ave_Item_Value_L13P,Num_Items_Ordered_L13P,Ave_Num_Items_Per_Order_L4_6P,Value_Last_Payment,Num_Payments_CTD,Days_Since_Most_Recent_Payment,Num_Payments_To_Date,Num_Payments_L4_6P,Value_Payments_L3P,Value_Payments_L4_6P,Ave_Payment_Value_L4_6P,Ave_Payment_Value_L13P,Ave_Pmnt_Over_Bal_L13P_Perc,Ave_Current_Balance_L4_6P,Current_Bal_Over_Ave_Bal_L4_6P,Curr_Bal_Over_Highest_Bal_L4_6P,Current_Arrears_Amount,Num_1_Missed_Payment_L4_6P,Num_2_Or_More_Missed_Pmnts_L4_6P,Value_HR_Orders_Perc_Orders_L13P,Num_Account_Reviews_L13P,Ave_Order_Value_L13P,Num_Active_Accs_Not_In_Arrears,Bureau_Index_Retail,WS_L6M_Accs_Open_More_Than_12M,Num_Inactive_Accs_Sole_Joint,Good_Bad_Flag,Random_Number
908,20090917,67,66,C,240,0,26,45,0,2799,0,121,51,2,0,2969,1485,470,18,939,6,2,29,1,0,39,13,167,2,85,0,6,B,0.536653651
909,20090917,67,66,C,663,0,0,0,0,15,0,133,28,2,0,31,16,15,4,191,136,127,52,1,1,0,12,0,2,30,0,9,B,0.306544309
910,20090917,66,64,C,273,0,20,67,0,62,0,117,36,3,0,193,64,63,3,1445,113,111,359,1,1,24,13,146,6,0,2,9,I,0.5903815
911,20100318,73,73,C,432,0,0,0,0,10,0,121,24,2,0,27,14,26,6,158,153,138,47,1,0,0,13,0,10,55,1,2,G,0.684742606
912,20100318,73,73,C,236,0,25,2,0,12,0,168,60,1,0,12,12,15,4,225,126,113,57,1,1,0,12,50,3,15,6,5,E,0.293463147
913,20100318,73,73,T,285,0,26,23,0,14,0,166,27,1,0,14,14,52,7,259,124,112,65,1,1,23,11,297,1,25,6,7,E,0.578256547
914,20090917,66,66,T,217,0,19,13,0,45,0,142,14,1,0,45,45,33,4,189,134,124,50,1,1,0,12,62,5,15,3,4,G,0.951843373
915,20090917,66,66,T,509,0,0,0,0,40,0,33,40,1,80,40,40,59,5,784,98,96,58,0,3,0,13,0,6,30,5,5,I,0.4131854
916,20100318,73,73,C,892,0,0,0,0,65,0,54,45,1,65,65,65,58,5,362,110,102,49,1,1,0,13,0,1,65,0,0,G,0.520372138
917,20100318,73,73,C,836,0,0,0,0,30,0,86,56,2,0,90,45,47,5,516,129,123,136,2,0,0,13,0,6,40,2,9,G,0.485915478
918,20091203,69,68,C,170,1,22,9,2,10,1,16,7,0,20,0,0,10,501,65,205,87,0,1,2,0,7,65,-2,30,N,5,G,0.231160709
919,20100318,73,73,T,341,0,200,1,0,30,1,16,36,1,90,20,20,22,4,429,88,87,0,0,3,0,13,200,7,55,6,8,I,0.09653167
920,20091203,69,69,T,150,1,31,7,2,15,0,78,3,0,15,0,0,15,0,133,156,129,38,1,1,0,7,108,5,25,3,8,G,0.387303685
921,20100318,73,73,T,430,0,0,0,0,60,1,17,24,0,315,0,0,76,7,333,228,76,0,0,1,0,11,0,1,35,U,3,E,0.310622154
922,20100318,73,73,T,136,2,38,8,3,100,1,19,38,1,100,205,205,119,5,981,121,106,0,1,1,85,12,103,4,45,3,7,G,0.420345804
923,20100318,73,73,C,288,0,120,1,0,25,0,72,8,1,25,30,30,26,7,140,146,122,27,1,1,0,13,120,4,40,1,1,G,0.397103269
924,20091203,69,69,C,129,1,13,9,8,12,0,283,17,0,0,0,0,11,260,52,261,152,40,1,0,0,9,60,1,10,3,5,B,0.123264024
925,20090917,66,66,C,143,1,23,32,2,50,1,15,49,2,100,93,47,72,5,933,116,103,154,1,0,0,13,123,-2,15,U,0,I,0.012075025
926,20091203,69,69,C,1083,0,0,0,0,45,2,1,50,1,180,45,45,45,15,533,75,73,0,0,3,0,13,0,3,55,1,2,I,0.41608805
927,20091203,69,69,T,259,0,25,5,0,50,0,49,64,4,50,353,88,96,13,1544,108,105,276,1,0,0,12,31,6,70,1,3,I,0.908363066
928,20100318,73,73,T,169,0,19,4,0,17,0,1050,6,0,0,0,0,0,0,42,204,135,40,1,1,0,6,78,6,70,1,9,E,0.695434122
929,20090917,66,66,C,1004,0,0,0,0,30,1,7,42,2,96,60,30,28,10,208,52,45,0,0,3,0,13,0,0,35,N,3,G,0.261967916
930,20091203,69,69,T,127,2,47,26,6,0,0,107,24,1,0,20,20,30,28,492,193,114,197,1,0,35,12,174,1,15,3,7,B,0.796831068
931,20090917,66,65,T,285,0,13,3,0,40,2,5,35,1,100,10,10,28,16,140,51,44,0,1,2,0,13,40,-2,30,3,4,G,0.444954754
932,20100318,73,73,T,201,0,49,9,0,30,1,21,31,1,30,30,30,30,5,192,124,107,0,1,1,0,8,443,-2,40,1,7,G,0.957625057
933,20090917,66,66,T,282,0,40,5,0,30,1,16,16,0,60,0,0,27,9,90,105,64,0,0,2,0,9,201,6,20,6,6,G,0.9974013
934,20090917,66,66,C,196,0,65,6,0,45,1,16,36,1,45,20,20,21,5,298,152,107,5,1,1,0,13,196,4,30,3,4,I,0.860283894
935,20100318,73,71,C,520,0,0,0,0,20,2,14,31,1,40,30,30,33,6,331,95,92,0,0,3,0,12,0,4,75,1,9,I,0.857670877
936,20090917,66,66,T,213,0,29,20,0,44,1,21,21,1,44,32,32,35,5,341,120,102,0,1,1,12,13,145,3,80,2,9,G,0.488857882
937,20090917,66,66,C,1759,0,0,0,0,30,2,8,38,0,60,0,0,22,8,68,225,75,0,0,1,0,10,0,1,40,0,1,E,0.058699918
938,20091203,69,68,C,418,0,0,0,0,50,0,136,4,1,0,50,50,50,133,72,160,118,40,1,1,0,13,0,2,55,6,9,G,0.749794165
939,20090917,66,64,C,642,0,0,0,0,98,1,16,51,2,293,196,98,96,5,1548,86,83,0,0,3,0,13,0,5,30,2,2,I,0.818946046
940,20091203,69,68,C,73,5,54,20,2,0,0,73,54,2,60,118,59,65,11,1038,141,106,225,1,0,3,13,98,1,10,2,1,I,0.132675991
941,20090917,66,66,C,124,1,66,12,1,90,0,250,14,0,0,0,0,118,45,58,251,148,40,1,0,13,10,159,2,65,3,4,B,0.611671861
942,20091203,69,69,T,642,0,0,0,0,70,1,26,60,5,140,355,71,58,14,838,86,82,0,0,3,0,11,0,3,40,0,1,E,0.220731852
943,20091203,69,69,T,388,0,0,0,0,100,0,40,52,1,100,80,80,79,15,1056,99,96,73,1,2,0,13,0,3,15,1,6,G,0.375310461
944,20090917,66,66,C,282,0,20,23,0,40,1,15,7,1,80,20,20,20,10,120,88,56,0,0,2,9,10,153,5,55,4,9,G,0.529324469
945,20090917,66,66,C,1069,0,0,0,0,62,0,121,54,2,0,124,62,81,5,1045,124,119,270,1,0,0,13,0,4,90,0,9,I,0.116306307
946,20091203,69,68,T,483,0,0,0,0,50,0,80,43,1,50,68,68,57,22,553,113,107,121,1,1,0,13,0,2,15,2,8,I,0.238222639
947,20091203,69,69,T,259,0,49,4,0,40,0,128,19,1,0,40,40,106,1724,109,147,126,40,1,1,0,9,195,1,30,4,8,B,0.383734817
948,20091203,69,69,T,136,1,28,28,4,31,0,128,24,2,0,98,49,62,27,556,123,115,147,1,0,19,13,259,1,15,4,7,I,0.453687343
949,20100318,73,72,C,656,0,0,0,0,30,0,73,24,1,30,35,35,26,6,255,123,111,51,1,1,0,13,0,3,55,3,9,G,0.046054837
950,20090917,66,66,C,175,0,38,25,0,120,1,19,31,2,370,190,95,123,5,2160,92,90,0,1,2,26,13,236,3,50,0,3,I,0.930168479
951,20091203,69,68,T,1477,0,0,0,0,100,2,16,40,1,250,50,50,69,28,574,80,76,431,0,3,0,13,0,1,-2,1,7,G,0.856213621
952,20091203,69,69,T,129,2,35,6,3,0,0,131,15,1,0,30,30,30,0,233,174,120,83,1,0,0,6,105,2,20,0,3,B,0.519091879
953,20090917,66,66,T,649,0,0,0,0,5,1,19,12,0,15,0,0,17,7,148,104,96,0,0,3,0,13,0,5,25,3,6,G,0.419013706
954,20090917,66,66,C,192,0,90,1,0,19,0,112,27,2,0,39,20,20,12,44,212,151,40,2,0,0,7,90,1,55,0,5,B,0.372116054
955,20090917,66,66,C,323,0,22,21,0,13,0,89,13,2,0,23,11,89,160,30,287,202,37,2,0,0,13,156,-1,40,T,-1,G,0.137949509
956,20091203,69,69,C,404,0,0,0,0,150,2,12,38,3,648,747,249,202,16,1942,64,58,0,0,3,0,13,0,6,40,1,9,G,0.612617467
957,20090917,66,66,T,1057,0,0,0,0,40,1,21,56,2,120,80,40,40,5,849,96,95,37,0,3,0,13,0,0,85,1,3,I,0.087205293
958,20100318,73,72,C,861,0,0,0,0,50,1,12,29,3,150,151,50,63,6,657,80,77,0,0,3,0,13,0,2,90,U,8,G,0.277965286
959,20091203,69,69,C,467,0,0,0,0,20,0,135,61,2,0,30,15,12,15,145,141,132,43,2,0,0,13,0,1,55,1,3,E,0.752092458
960,20100318,73,72,T,836,0,0,0,0,70,1,12,63,4,210,280,70,70,6,1161,87,84,0,0,3,0,13,0,6,30,1,3,G,0.460506244
961,20091203,69,69,C,451,0,0,0,0,120,0,86,47,1,120,60,60,93,20,1037,110,105,192,2,1,0,12,0,-2,30,N,0,I,0.553030414
962,20100318,73,72,T,428,0,0,0,0,20,0,51,58,3,20,90,30,34,6,381,100,92,10,0,3,0,13,0,11,50,2,7,B,0.665942536
963,20090917,66,65,C,409,0,0,0,0,61,0,63,59,2,61,89,45,60,4,1052,112,107,262,1,1,0,13,0,1,40,1,1,I,0.686122578
964,20091203,69,69,T,257,0,150,2,0,20,3,1,38,2,135,137,69,52,10,1107,105,102,0,0,3,0,12,150,2,65,1,0,I,0.1352912
965,20100318,72,72,C,373,0,0,0,0,20,0,64,50,1,20,10,10,16,7,127,152,127,31,1,1,0,13,0,2,20,0,3,B,0.414338438
966,20100318,72,71,T,1136,0,0,0,0,30,1,7,53,2,60,69,34,30,6,426,90,88,0,0,3,0,13,0,2,70,2,9,I,0.88838567
967,20090917,66,65,T,281,0,19,25,0,100,1,12,45,4,300,534,133,103,10,745,56,51,0,0,3,1,12,162,-1,40,T,-1,I,0.257400671
968,20091203,69,68,C,329,0,27,9,0,10,0,120,34,2,0,40,20,15,57,117,153,138,41,1,0,0,12,245,7,30,4,8,G,0.19019773
969,20091203,69,68,C,422,0,0,0,0,30,0,33,54,6,150,150,25,39,9,985,88,87,0,0,3,0,12,0,4,35,2,0,E,0.864307799
970,20091203,69,69,C,187,1,62,14,14,78,0,400,31,0,0,0,0,0,0,747,109,103,134,1,1,75,4,864,-2,10,4,9,E,0.178434702
971,20090917,66,66,T,1113,0,0,0,0,10,4,3,49,1,100,40,40,18,5,554,94,91,0,0,3,0,13,0,-2,40,N,0,I,0.034663667
972,20100318,72,72,T,114,2,15,25,13,233,0,332,25,0,0,0,0,142,21,143,248,123,67,1,0,32,7,185,6,-2,3,6,I,0.440356323
973,20100318,72,72,C,135,4,12,20,4,50,0,138,27,3,0,110,37,37,11,109,194,133,43,1,0,21,10,50,2,25,4,1,B,0.222728164
974,20100318,72,72,T,456,0,0,0,0,50,1,5,45,1,100,60,60,64,4,716,97,95,0,0,3,0,12,0,6,30,3,0,G,0.605378474
975,20091203,69,68,T,365,0,0,0,0,50,1,2,58,2,150,100,50,46,22,478,72,70,0,0,3,0,13,0,1,40,0,0,G,0.44749043
976,20090917,66,65,C,1521,0,0,0,0,20,0,113,39,2,0,68,34,29,4,257,130,123,68,1,0,0,13,0,2,85,0,0,I,0.708253733
977,20090917,66,66,C,437,0,0,0,0,25,0,38,24,1,50,200,200,98,8,394,125,72,25,0,2,0,12,0,-2,35,N,0,I,0.422688055
978,20091203,69,68,C,654,0,0,0,0,15,0,98,53,2,0,25,13,14,33,72,192,162,35,2,0,0,13,0,8,40,4,2,B,0.950366962
979,20090917,66,66,C,329,0,7,9,0,105,0,75,35,1,105,169,169,113,6,890,106,101,163,1,1,0,13,66,8,-2,5,9,G,0.008109766
980,20100318,72,72,T,379,0,35,2,0,35,1,21,33,2,70,85,43,47,5,602,97,94,0,0,3,0,13,70,3,40,2,6,I,0.281367617
981,20091203,68,68,C,1354,0,0,0,0,30,1,12,46,1,30,50,50,50,41,268,120,107,0,1,1,0,12,0,7,50,1,1,I,0.335406382
982,20100318,72,72,C,120,1,18,11,11,16,0,1463,2,0,0,0,0,0,0,18,481,227,40,1,0,7,5,196,3,85,0,4,I,0.18688661
983,20090917,66,65,T,185,0,35,22,0,10,0,101,13,3,0,92,31,38,13,249,120,104,51,1,0,8,10,109,3,75,0,5,G,0.454432634
984,20091203,68,68,C,1018,0,0,0,0,50,0,56,43,1,50,75,75,61,31,414,114,106,78,1,1,0,13,0,10,80,1,6,G,0.639055067
985,20090917,66,65,C,348,0,18,2,0,30,0,129,30,1,0,30,30,15,10,89,155,136,40,1,1,0,13,36,3,35,2,0,G,0.919568087
986,20091203,68,67,C,316,0,0,0,0,20,1,1,54,4,40,81,20,25,16,422,97,95,0,0,3,0,12,0,11,60,3,2,I,0.658109624
987,20090917,66,65,C,329,0,8,13,0,20,0,40,16,2,40,40,20,19,10,96,53,49,0,0,3,0,13,36,2,45,1,8,G,0.051016978
988,20100318,72,72,C,149,1,121,3,1,40,1,16,12,1,40,20,20,30,6,266,139,102,0,1,1,0,13,182,4,60,3,4,G,0.344888031
989,20100318,72,72,T,798,0,0,0,0,20,0,156,13,2,0,30,15,27,3,249,128,122,66,1,1,0,12,0,-2,15,N,1,I,0.77039419
990,20100318,72,72,C,91,1,18,5,1,200,0,112,16,2,0,236,118,63,20,75,73,26,29,1,0,0,13,46,2,75,0,7,G,0.304575185
991,20100318,72,72,C,492,0,0,0,0,40,1,14,42,3,121,120,40,42,6,615,85,82,0,0,3,0,13,0,17,10,2,4,G,0.214989978
992,20091203,68,67,C,688,0,0,0,0,50,0,49,30,2,50,72,36,33,24,307,108,99,27,1,1,0,13,0,3,50,0,3,G,0.42615122
993,20100318,72,72,C,176,1,20,8,3,18,0,126,7,1,0,18,18,25,5,124,149,137,43,2,0,0,8,78,-2,50,N,3,G,0.043802442
994,20091203,68,67,T,436,0,0,0,0,58,0,191,54,0,0,0,0,84,15,1036,108,103,243,1,2,0,11,0,0,25,5,3,E,0.124302793
995,20090917,65,65,C,324,0,28,20,0,50,1,7,9,0,100,0,0,65,12,171,110,70,0,0,2,0,12,184,0,40,N,0,G,0.230117349
996,20091203,68,67,C,423,0,0,0,0,63,0,115,57,2,0,213,106,123,17,1044,115,113,262,1,0,0,13,0,4,15,6,9,I,0.1475509
997,20091203,68,68,C,1101,0,0,0,0,35,2,0,25,1,70,10,10,21,48,117,94,78,105,1,1,0,13,0,1,25,6,8,G,0.581104515
998,20090917,65,65,T,285,0,35,1,0,11,1,12,10,0,31,0,0,22,17,80,124,96,0,1,2,0,13,35,3,10,1,9,G,0.370222665
999,20090917,65,65,T,421,0,0,0,0,20,0,82,13,1,20,30,30,26,10,116,154,127,30,1,1,0,13,0,6,80,2,5,G,0.074913849
1000,20090917,65,65,C,299,0,32,14,0,30,1,26,14,1,90,30,30,30,4,327,132,86,0,0,2,35,12,113,4,40,0,4,I,0.582739578
1001,20091203,68,68,C,325,0,30,1,0,96,0,136,13,1,0,96,96,89,53,416,125,115,105,1,1,0,13,30,5,40,1,2,G,0.262686959
1002,20091203,68,68,C,331,0,14,13,0,30,0,33,49,3,60,90,30,30,12,495,93,90,30,0,3,7,13,62,-2,30,N,2,I,0.419695567
1003,20090917,65,65,T,288,0,23,2,0,60,1,3,56,1,60,47,47,62,5,798,109,104,0,1,1,100,13,47,22,40,1,0,I,0.47363054
1004,20100318,72,72,T,1109,0,0,0,0,25,0,36,28,3,50,75,25,26,6,297,85,81,25,0,3,0,13,0,2,25,2,9,G,0.463035416
1005,20100318,72,71,T,131,1,21,11,8,33,0,54,24,1,33,30,30,28,7,149,149,109,27,1,1,0,11,113,7,-2,5,9,I,0.746483816
1006,20090917,65,65,C,836,0,0,0,0,50,0,134,35,1,0,50,50,40,5,222,127,116,57,1,1,0,13,0,-2,40,N,0,B,0.892049076
1007,20100318,72,71,T,521,0,0,0,0,50,1,15,64,2,100,100,50,50,7,699,90,86,50,0,3,0,13,0,6,50,2,2,I,0.03029819
1008,20090917,65,65,T,204,0,31,6,0,0,0,87,9,0,0,0,0,0,0,43,272,162,40,1,0,0,7,93,-2,70,N,3,B,0.00545147
1009,20090917,65,65,T,1151,0,0,0,0,25,0,44,50,3,50,75,25,28,7,313,87,83,7,0,3,0,13,0,3,55,1,7,I,0.262040543
1010,20091203,68,68,T,885,0,0,0,0,30,2,16,39,0,60,0,0,18,17,259,92,84,0,1,2,0,12,0,1,65,0,0,E,0.299070798
1011,20100318,72,71,T,101,2,39,28,10,0,0,47,47,2,0,123,62,48,5,509,222,121,239,1,0,36,12,216,1,10,6,6,B,0.361402564
1012,20090917,65,65,C,752,0,0,0,0,50,0,124,23,1,0,50,50,60,9,220,137,126,58,1,1,0,13,0,-2,40,N,3,G,0.155699976
1013,20100318,72,71,T,106,3,27,15,5,43,0,1235,2,0,0,0,0,0,0,86,321,137,52,1,0,10,5,135,1,15,4,4,G,0.847728802
1014,20091203,68,68,C,1426,0,0,0,0,100,1,5,37,1,100,19,19,42,22,342,94,86,0,1,1,0,13,0,4,30,1,8,I,0.684738167
1015,20100318,72,71,C,91,2,14,11,6,16,0,70,2,0,16,0,0,16,4,53,212,133,34,1,1,0,6,77,2,40,2,1,G,0.230247603
1016,20091203,68,67,T,397,0,0,0,0,8,0,82,31,1,8,58,58,51,18,351,163,106,88,0,2,0,12,0,2,55,1,2,B,0.692618961
1017,20090917,65,64,T,926,0,0,0,0,30,1,10,35,0,60,0,0,57,13,178,87,77,0,1,2,0,13,0,2,40,2,5,G,0.826557729
1018,20091203,68,67,T,352,0,31,17,0,20,0,49,30,1,20,20,20,26,17,349,119,113,89,1,2,12,13,175,9,55,3,9,G,0.825297671
1019,20090917,65,65,T,1389,0,0,0,0,10,1,12,38,1,20,10,10,11,5,182,109,104,0,1,2,0,13,0,2,25,3,6,I,0.80459992
1020,20100318,71,70,T,453,0,0,0,0,242,0,131,33,1,0,242,242,147,5,1002,117,106,244,1,1,0,13,0,-2,40,N,0,B,0.334217642
1021,20091203,68,66,T,740,0,0,0,0,40,1,24,56,3,90,120,40,27,9,539,87,83,30,0,3,0,13,0,10,55,1,9,I,0.553682249
1022,20091203,68,68,C,1708,0,0,0,0,39,0,124,36,2,0,78,39,51,25,353,123,119,91,1,1,0,13,0,2,30,1,0,G,0.011029755
1023,20090917,65,64,T,194,0,51,30,0,40,1,12,47,1,40,25,25,57,20,208,102,98,0,1,2,2,13,153,-2,25,N,0,G,0.75064587
1024,20100318,71,70,T,142,2,40,40,6,20,1,50,28,2,20,175,88,60,5,1616,112,109,255,1,2,0,12,201,2,55,2,6,I,0.798252295
1025,20100318,71,71,C,122,1,15,3,3,74,0,436,4,0,0,0,0,0,0,14,561,247,40,1,0,0,5,45,3,25,U,7,B,0.675731053
1026,20100318,71,71,C,352,0,60,6,0,10,3,5,20,0,135,0,0,27,6,330,140,90,0,1,1,0,11,360,1,25,2,3,I,0.863292627
1027,20091203,68,67,C,73,2,29,20,4,5,0,127,28,1,0,5,5,5,2625,134,378,181,83,1,0,47,8,118,1,25,5,9,B,0.568692972
1028,20090917,65,65,T,1769,0,0,0,0,25,0,85,37,2,0,45,23,35,5,355,131,126,88,3,0,0,13,0,5,30,3,9,G,0.608689006
1029,20090917,65,64,T,136,1,27,27,4,0,0,29,25,1,100,49,49,67,5,828,135,98,179,1,1,35,13,144,-2,40,N,0,B,0.06467734
1030,20091203,68,67,T,157,2,54,14,2,40,1,12,50,1,40,70,70,28,38,425,104,98,45,1,1,13,13,152,3,35,1,5,I,0.055496785
1031,20100318,71,71,T,390,0,0,0,0,30,1,14,22,1,30,15,15,16,6,191,120,103,0,1,1,0,13,0,9,45,2,8,G,0.159860739
1032,20091203,68,67,C,126,1,8,2,2,51,0,698,12,0,0,0,0,0,0,14,524,235,41,1,0,0,5,16,2,15,3,9,G,0.852725904
1033,20100318,71,71,C,460,0,0,0,0,50,2,15,43,2,200,100,50,58,10,443,53,49,0,0,3,0,12,0,-2,25,3,0,G,0.27416253
1034,20091203,68,67,C,367,0,0,0,0,54,0,29,16,1,54,75,75,62,20,623,113,106,141,1,1,0,13,0,3,25,6,4,I,0.375287974
1035,20090917,65,65,C,304,0,22,2,0,20,1,8,40,1,40,35,35,29,5,355,104,97,0,0,3,67,13,45,13,25,1,9,I,0.686827761
1036,20090917,65,65,T,287,0,22,12,0,50,0,51,34,2,100,90,45,47,5,735,108,105,108,1,2,0,13,88,3,30,1,5,G,0.532227515
1037,20090917,65,64,C,1025,0,0,0,0,100,1,19,31,0,300,0,0,121,7,1084,90,84,0,1,2,0,13,0,1,50,2,0,G,0.722481584
1038,20091203,67,67,C,196,0,210,2,0,150,1,5,38,2,450,120,60,94,35,1042,64,62,0,0,3,95,13,420,6,55,1,5,G,0.023149586
1039,20100318,71,71,C,94,7,20,40,4,91,0,29,35,2,244,115,58,61,6,1188,120,105,76,1,0,8,13,65,6,70,2,9,G,0.2652022
1040,20090917,65,64,C,1185,0,0,0,0,25,0,49,40,2,53,73,37,31,5,299,171,112,60,0,2,0,12,0,6,0,2,9,G,0.642835311
1041,20100318,71,71,C,117,2,24,7,4,19,0,453,5,0,0,0,0,0,0,55,287,155,41,1,0,0,5,84,1,5,2,0,I,0.465897092
1042,20091203,67,67,C,758,0,0,0,0,25,1,1,41,3,65,60,20,23,20,237,75,71,0,0,3,0,13,0,7,20,6,7,G,0.46291867
1043,20100318,71,71,T,168,0,10,6,0,23,0,136,6,1,0,23,23,23,12,27,220,161,40,2,0,73,7,30,4,95,U,7,G,0.965566294
1044,20100318,71,71,C,775,0,0,0,0,5,2,5,49,0,35,0,0,17,3,417,106,99,0,1,2,0,13,0,5,0,1,9,I,0.920236901
1045,20090917,64,64,T,967,0,0,0,0,35,1,8,49,5,105,175,35,51,5,1035,97,94,0,0,3,0,13,0,1,95,0,9,G,0.478342835
1046,20091203,67,67,T,128,1,18,27,2,27,0,673,13,0,0,0,0,0,0,124,342,130,73,1,0,0,7,237,1,15,0,1,I,0.430467772
1047,20090917,64,64,T,138,1,11,45,2,30,1,10,11,1,50,30,30,27,11,144,124,101,4,1,1,6,13,69,3,40,2,6,G,0.201346368
1048,20100318,71,71,C,1835,0,0,0,0,15,1,12,57,4,45,50,13,12,3,431,97,96,0,0,3,0,12,0,1,40,1,2,I,0.743991814
1049,20090917,64,64,T,285,0,20,16,0,30,0,43,52,2,30,120,60,50,6,682,121,117,146,2,0,0,13,65,9,50,1,9,G,0.595881442
1050,20100318,71,71,T,1080,0,0,0,0,91,0,163,15,1,0,91,91,74,5,393,121,110,98,1,1,0,12,0,2,40,3,3,I,0.255563637
1051,20100318,71,70,C,117,1,58,9,9,19,0,387,22,0,0,0,0,0,0,211,189,120,83,1,0,0,5,520,1,75,U,1,G,0.037212217
1052,20091203,67,67,C,381,0,0,0,0,51,0,44,16,1,51,40,40,38,48,279,126,110,41,1,1,0,13,0,4,30,2,1,G,0.85115287
1053,20090917,64,64,T,278,0,17,31,0,120,1,12,46,0,225,0,0,82,6,621,138,89,0,1,1,0,12,179,-2,15,2,1,B,0.690736525
1054,20100318,71,71,C,121,1,37,4,4,9,0,1149,19,0,0,0,0,0,0,86,238,144,42,1,0,0,5,148,1,65,U,3,B,0.638051994
1055,20091203,67,67,C,91,3,48,52,7,0,0,36,41,1,0,100,100,41,14,753,222,111,209,2,0,22,13,166,1,30,0,0,I,0.192278044
1056,20090917,64,64,T,292,0,95,2,0,50,1,12,43,2,130,120,60,49,5,782,91,90,0,0,3,0,13,190,12,40,1,8,I,0.047233726
1057,20090917,64,64,C,432,0,0,0,0,76,1,22,26,1,76,64,64,48,6,299,106,96,0,1,1,0,13,0,5,0,2,6,I,0.310283114
1058,20100318,71,70,T,1200,0,0,0,0,72,1,10,32,3,217,217,72,83,9,618,63,58,0,0,3,0,13,0,0,55,N,1,G,0.132659469
1059,20090917,64,64,C,294,0,28,41,0,150,0,40,56,3,400,300,100,135,6,2660,90,90,0,0,3,4,12,103,3,90,0,2,I,0.324657143
1060,20100318,71,70,C,751,0,0,0,0,25,1,17,41,2,75,90,45,31,7,375,80,72,0,0,3,0,13,0,1,60,0,9,I,0.443189266
1061,20100318,71,70,C,157,1,37,6,6,42,0,120,47,1,0,42,42,25,5,417,130,125,110,2,0,0,13,225,1,55,0,2,I,0.008754717
1062,20090917,64,64,C,499,0,0,0,0,20,0,359,21,0,0,0,0,20,1,362,132,126,96,1,1,0,12,0,4,30,1,1,G,0.324785156
1063,20100318,71,70,C,441,0,0,0,0,40,0,36,49,2,40,120,60,84,4,856,102,96,80,0,3,0,13,0,3,55,3,2,I,0.578446204
1064,20090917,64,64,T,481,0,0,0,0,30,1,14,22,1,30,22,22,31,5,211,114,103,0,1,1,0,13,0,-2,30,N,2,G,0.247130786
1065,20100318,70,70,T,1527,0,0,0,0,10,1,16,45,3,40,40,13,13,3,410,98,97,0,0,3,0,13,0,2,70,0,3,I,0.025650648
1066,20100318,70,70,C,92,3,22,17,6,174,0,1135,2,0,0,0,0,0,0,45,371,142,40,1,0,7,5,126,1,30,6,5,G,0.563053432
1067,20090917,64,64,C,339,0,0,0,0,100,1,12,7,1,100,21,21,51,8,199,80,71,0,1,1,0,11,0,1,55,2,9,G,0.403799003
1068,20090917,64,64,C,229,0,42,37,0,35,0,78,59,2,35,217,108,97,5,1709,178,110,551,1,0,28,10,516,1,25,0,0,B,0.215484232
1069,20100318,70,70,C,129,1,16,7,7,0,0,112,17,0,0,0,0,0,0,28,339,181,40,1,0,0,5,111,5,75,1,9,G,0.252648079
1070,20091203,66,66,C,635,0,0,0,0,71,0,127,19,1,0,71,71,71,33,396,119,110,99,1,1,0,13,0,1,25,1,5,B,0.116860681
1071,20090917,64,63,T,385,0,0,0,0,41,1,7,35,3,121,120,40,54,5,892,93,92,0,0,3,0,13,0,1,95,0,7,I,0.842258946
1072,20100318,70,70,T,141,1,44,19,9,25,0,110,27,2,0,46,23,29,4,491,180,123,161,2,0,48,13,138,6,45,2,6,B,0.730515909
1073,20091203,66,66,C,238,0,20,3,0,10,0,117,18,2,0,20,10,10,106,42,230,181,40,1,0,100,9,60,2,15,2,3,B,0.888505468
1074,20100318,70,70,T,409,0,0,0,0,57,0,128,16,1,0,57,57,44,5,351,137,128,94,1,1,0,13,0,7,55,4,9,I,0.467963377
1075,20090917,63,63,C,451,0,0,0,0,223,0,33,57,2,223,437,219,221,4,3842,112,110,961,1,2,0,13,0,-2,20,N,0,B,0.093540998
1076,20091203,66,66,T,416,0,0,0,0,20,1,14,20,3,60,70,23,26,12,498,96,92,0,0,3,0,12,0,7,0,2,3,I,0.264589569
1077,20090917,63,63,T,255,0,24,7,0,245,0,206,40,0,0,0,0,67,28,17,600,262,40,1,0,0,13,167,4,95,0,2,B,0.111538843
1078,20100318,70,69,C,541,0,0,0,0,20,1,17,20,0,40,0,0,19,17,89,82,66,0,1,2,0,13,0,6,55,U,9,G,0.200255752
1079,20090917,63,63,C,474,0,0,0,0,50,1,16,42,2,200,100,50,56,5,899,87,86,0,0,3,0,13,0,10,40,3,9,I,0.608462931
1080,20090917,63,63,C,661,0,0,0,0,51,1,12,30,1,102,80,80,56,7,498,88,83,0,0,3,0,13,0,3,55,1,7,G,0.216729281
1081,20091203,66,66,C,430,0,0,0,0,21,1,12,14,3,62,62,21,19,28,183,56,50,0,0,3,0,13,0,3,40,6,9,B,0.744757894
